id,score_phrase,title,platform,score,
496,Unbearable,Revolution X,PlayStation,1,
497,Okay,Olympic Summer Games: Atlanta '96,PlayStation,6,
498,Good,NBA Live '96,PlayStation,7,
499,Painful,Psychic Detective,PlayStation,2,
500,Amazing,NHL FaceOff,PlayStation,9,
501,Great,NFL GameDay,PlayStation,8,
502,Awful,Kileak: The DNA Imperative,PlayStation,3,
503,Awful,Raven Project,PlayStation,3,
504,Okay,Silverload,PlayStation,6,
505,Great,Formula 1,PlayStation,8,
506,Great,Worms,PlayStation,8,
507,Mediocre,Zoop,PlayStation,5,
508,Painful,Space Griffon,PlayStation,2,
509,Amazing,Tekken 2,PlayStation,9,
510,Great,Warhawk,PlayStation,8.7,
511,Good,Rayman,PlayStation,7,
512,Okay,Romance of the Three Kingdoms IV: Wall of Fire,PlayStation,6,
513,Bad,Advanced Dungeons & Dragons: Iron & Blood -- Warriors of Ravenloft,PlayStation,4,
514,Amazing,Super Mario 64,Nintendo 64,9.8,
515,Good,Baku Baku,Saturn,7,
516,Great,The Walking Dead: The Game -- Episode 1: A New Day,Xbox 360,8.5,
517,Okay,Olympic Soccer,PlayStation,6,
518,Bad,Off-World Interceptor Extreme,PlayStation,4,
519,Okay,Gex,PlayStation,6,
520,Mediocre,Skeleton Warriors,PlayStation,5,
521,Mediocre,Johnny Bazookatone,PlayStation,5,
522,Good,PGA Tour '96,PlayStation,7,
523,Great,Namco Museum Vol. 1,PlayStation,8,
524,Good,Road & Track Presents: The Need for Speed,PlayStation,7,
525,Great,Mario Kart 64,Nintendo 64,8.1,
526,Good,Rally Cross,PlayStation,7,
527,Okay,Spider,PlayStation,6,
528,Okay,Grid Runner,PlayStation,6,
529,Good,Virtual Pool,PlayStation,7,
530,Great,Pro-Pinball,PlayStation,8,
531,Good,Deception: Invitation to Darkness,PlayStation,7,
532,Good,Peak Performance,PlayStation,7,
533,Painful,Independence Day,PlayStation,2,
534,Okay,Buster Bros. Collection,PlayStation,6,
535,Bad,Re-Loaded: The Hardcore Sequel,PlayStation,4,
536,Good,Destruction Derby 2,PlayStation,7.2,
537,Great,Blood Omen: Legacy of Kain,PlayStation,8.5,
538,Okay,Tunnel B-1,PlayStation,6,
539,Good,Doom 64,Nintendo 64,7.4,
540,Great,NHL FaceOff '97,PlayStation,8,
541,Amazing,Super Puzzle Fighter II Turbo,PlayStation,9,
542,Mediocre,NBA Hang Time,Nintendo 64,5.4,
543,Amazing,Suikoden,PlayStation,9,
544,Okay,Battle Stations,PlayStation,6,
545,Great,Nanotek Warrior,PlayStation,8,
546,Okay,Rush Hour,PlayStation,6,
547,Good,BRAHMA Force: The Assault On Beltlogger 9,PlayStation,7,
548,Great,Vandal Hearts,PlayStation,8,
549,Great,MechWarrior 2,PlayStation,8,
550,Good,VR Baseball '97,PlayStation,7,
551,Okay,Need for Speed II,PlayStation,6,
552,Okay,Samurai Shodown III: Blades of Blood,PlayStation,6.5,
553,Okay,Mortal Kombat Trilogy,PlayStation,6,
554,Mediocre,Pitball,PlayStation,5,
555,Mediocre,MLB Pennant Race,PlayStation,5,
556,Great,Tempest X3: An Inter-Galactic Battle Zone,PlayStation,8,
557,Mediocre,Project Overkill,PlayStation,5,
558,Good,Crusader: No Remorse,PlayStation,7,
559,Great,VR Golf '97,PlayStation,8,
560,Awful,Iron Man / XO Manowar in Heavy Metal,PlayStation,3,
561,Great,Disruptor,PlayStation,8,
562,Good,Final Doom,PlayStation,7,
563,Good,Twisted Metal 2,PlayStation,7.3,
564,Good,NFL GameDay 97,PlayStation,7.8,
565,Great,Jet Moto,PlayStation,8,
566,Bad,FIFA Soccer 64,Nintendo 64,4.2,
567,Great,Command & Conquer (1997),PlayStation,8,
568,Okay,Mega Man 8,PlayStation,6,
569,Okay,Big Bass World Championship,PlayStation,6,
570,Amazing,Blast Corps,Nintendo 64,9,
571,Great,NBA Live '97,PlayStation,8,
572,Amazing,NBA ShootOut '97,PlayStation,9,
573,Great,Turok: Dinosaur Hunter,Nintendo 64,8.6,
574,Unbearable,The Crow: City of Angels,PlayStation,1,
575,Mediocre,Star Wars: Dark Forces,PlayStation,5,
576,Amazing,Tomb Raider -- Featuring Lara Croft,PlayStation,9.3,
577,Okay,Pandemonium,PlayStation,6.6,
578,Good,Cool Boarders,PlayStation,7,
579,Amazing,NBA In the Zone 2,PlayStation,9,
580,Great,Street Fighter Alpha 2,PlayStation,8.5,
581,Bad,TNN Motorsports Hardcore 4X4,PlayStation,4,
582,Good,Black Dawn,PlayStation,7.5,
583,Okay,Namco Museum Vol. 3,PlayStation,6,
584,Bad,Crypt Killer,PlayStation,4,
585,Amazing,Carnage Heart,PlayStation,9.2,
586,Great,Soul Blade,PlayStation,8.3,
587,Okay,Hi-Octane,PlayStation,6,
588,Okay,Star Wars: Shadows of the Empire,Nintendo 64,6.5,
589,Good,Wayne Gretzky's 3D Hockey,Nintendo 64,7.1,
590,Okay,Killer Instinct Gold,Nintendo 64,6.5,
591,Awful,Spot Goes to Hollywood,PlayStation,3,
592,Okay,Space Hulk: Vengeance of the Blood Angels,PlayStation,6,
593,Good,Tekken,PlayStation,7.5,
594,Good,VR Soccer '96,PlayStation,7.7,
595,Awful,Top Gun: Fire At Will,PlayStation,3,
596,Mediocre,World Cup Golf: Professional Edition,PlayStation,5,
597,Great,Tobal No. 1,PlayStation,8.7,
598,Good,Twisted Metal [1996],PlayStation,7,
599,Amazing,WipEout XL,PlayStation,9,
600,Awful,Doraemon Nobita & The 3 Fairy Spirit Stones,Nintendo 64,3,
601,Great,Xevious 3D/G+,PlayStation,8,
602,Good,Thunder Truck Rally,PlayStation,7,
603,Bad,NBA Hang Time,PlayStation,4,
604,Mediocre,All-Star Baseball '97 Featuring Frank Thomas,PlayStation,5,
605,Bad,War Gods,Nintendo 64,4.3,
606,Okay,Broken Helix,PlayStation,6,
607,Good,Codename: Tenka,PlayStation,7,
608,Bad,War Gods,PlayStation,4,
609,Mediocre,Hexen,PlayStation,5,
610,Good,Descent Maximum,PlayStation,7.5,
611,Mediocre,The City of Lost Children,PlayStation,5,
612,Bad,Wing Commander IV: The Price of Freedom,PlayStation,4,
613,Okay,Overblood,PlayStation,6,
614,Great,Wild ARMs,PlayStation,8,
615,Good,Rage Racer,PlayStation,7,
616,Great,Star Fox 64,Nintendo 64,8.7,
617,Mediocre,Swagman,PlayStation,5,
618,Okay,Grand Slam,PlayStation,6,
619,Amazing,Triple Play '98,PlayStation,9.2,
620,Okay,Norse By Norse West: The Return of the Lost Vikings,PlayStation,6,
621,Good,Tail of the Sun,PlayStation,7,
622,Okay,Goal Storm '97,PlayStation,6,
623,Mediocre,Sentient [1997],PlayStation,5,
624,Mediocre,Psychic Force,PlayStation,5,
625,Good,NHL Powerplay '98,PlayStation,7,
626,Good,Madden NFL '98,PlayStation,7,
627,Mediocre,The Lost World: Jurassic Park,PlayStation,5,
628,Great,NFL GameDay 98,PlayStation,8.8,
629,Amazing,GoldenEye 007,Nintendo 64,9.7,
630,Amazing,Ace Combat 2,PlayStation,9,
631,Good,Warcraft II: The Dark Saga,PlayStation,7,
632,Mediocre,Machine Hunter,PlayStation,5,
633,Great,Tetrisphere,Nintendo 64,8,
634,Okay,Ogre Battle,PlayStation,6,
635,Great,Porsche Challenge,PlayStation,8,
636,Good,NCAA Football '98,PlayStation,7,
637,Bad,Lethal Enforcers I & II,PlayStation,4,
638,Mediocre,VMX Racing,PlayStation,5,
639,Great,Duke Nukem 64,Nintendo 64,8,
640,Great,NBA Live '98,PlayStation,8,
641,Good,Jet Moto 2,PlayStation,7,
642,Good,Cool Boarders 2,PlayStation,7.2,
643,Great,Time Crisis,PlayStation,8,
644,Mediocre,Maximum Force,PlayStation,5,
645,Great,Treasures of the Deep,PlayStation,8,
646,Okay,Discworld II: Mortality Bytes!,PlayStation,6,
647,Good,Nuclear Strike,PlayStation,7.6,
648,Great,NHL FaceOff '98,PlayStation,8,
649,Great,NASCAR 98,PlayStation,8,
650,Great,MLB '98,PlayStation,8,
651,Okay,Herc's Adventures,PlayStation,6,
652,Okay,Namco Museum Vol. 4,PlayStation,6,
653,Mediocre,Syndicate Wars,PlayStation,5,
654,Mediocre,Dark Rift,Nintendo 64,5.4,
655,Okay,Hercules,PlayStation,6,
656,Okay,Battlesport,PlayStation,6,
657,Good,Darklight Conflict,PlayStation,7,
658,Good,Dynasty Warriors,PlayStation,7.8,
659,Bad,F1 Pole Position 64,Nintendo 64,4.1,
660,Good,Madden Football 64,Nintendo 64,7.8,
661,Great,1080° Snowboarding,Nintendo 64,8.6,
662,Mediocre,San Francisco Rush: Extreme Racing,PlayStation,5,
663,Painful,Judge Dredd,PlayStation,2,
664,Mediocre,Tennis Arena,PlayStation,5,
665,Bad,Rampage: World Tour,Nintendo 64,4.9,
666,Good,Pitfall 3D,PlayStation,7,
667,Great,San Francisco Rush: Extreme Racing,Nintendo 64,8.9,
668,Awful,Dragon Ball GT Final Bout,PlayStation,3,
669,Good,Mass Destruction,PlayStation,7,
670,Great,Need for Speed: V-Rally,PlayStation,8,
671,Okay,Caesars Palace,PlayStation,6,
672,Great,Crash Bandicoot 2: Cortex Strikes Back,PlayStation,8.5,
673,Amazing,Colony Wars,PlayStation,9.3,
674,Painful,Frogger,PlayStation,2,
675,Good,Moto Racer,PlayStation,7.5,
676,Awful,Jeopardy! [1998],Nintendo 64,3.8,
677,Okay,NCAA March Madness '98,PlayStation,6.5,
678,Bad,Shadow Master,PlayStation,4,
679,Good,Oddworld: Abe's Oddysee,PlayStation,7.5,
680,Great,NHL '98,PlayStation,8,
681,Great,Poy Poy,PlayStation,8,
682,Okay,Bottom of the 9th '97,PlayStation,6,
683,Bad,Magic: The Gathering -- Battlemage,PlayStation,4,
684,Good,Steel Reign,PlayStation,7,
685,Good,Tecmo Stackers,PlayStation,7,
686,Okay,Multi Racing Championship,Nintendo 64,6.4,
687,Good,RayStorm,PlayStation,7.5,
688,Awful,Hexen,Nintendo 64,3.7,
689,Okay,Battle Arena Toshinden 3,PlayStation,6.3,
690,Good,WCW vs. NWO: World Tour,Nintendo 64,7.5,
691,Painful,Spawn: The Eternal,PlayStation,2,
692,Awful,Mortal Kombat Mythologies: Sub-Zero,Nintendo 64,3,
693,Okay,Wheel of Fortune [1997],Nintendo 64,6.4,
694,Awful,Bug Riders,PlayStation,3,
695,Good,Automobili Lamborghini,Nintendo 64,7,
696,Awful,Excalibur 2555 AD,PlayStation,3,
697,Great,Armored Core,PlayStation,8,
698,Awful,ClayFighter 63 1/3,Nintendo 64,3.7,
699,Good,Persona,PlayStation,7.5,
700,Okay,Golden Nugget,PlayStation,6,
701,Great,Bushido Blade,PlayStation,8.7,
702,Good,Diablo,PlayStation,7.5,
703,Great,Dead or Alive,PlayStation,8.5,
704,Mediocre,Speed Racer,PlayStation,5,
705,Okay,Lode Runner: The Legend Returns,PlayStation,6,
706,Good,Saga Frontier,PlayStation,7,
707,Painful,Rascal,PlayStation,2,
708,Great,Quake,Nintendo 64,8,
709,Good,ReBoot,PlayStation,7,
710,Great,Snowboard Kids,Nintendo 64,8,
711,Good,Test Drive 4,PlayStation,7,
712,Mediocre,Fighting Force,PlayStation,5.5,
713,Bad,Jimmy Johnson's VR Football 98,PlayStation,4,
714,Okay,Reel Fishing,PlayStation,6,
715,Okay,Shipwreckers!,PlayStation,6,
716,Great,Command & Conquer: Red Alert,PlayStation,8,
717,Mediocre,Rampage: World Tour,PlayStation,5,
718,Great,Street Fighter EX Plus Alpha,PlayStation,8.3,
719,Good,Nightmare Creatures,PlayStation,7.8,
720,Bad,NBA In the Zone '98,Nintendo 64,4.7,
721,Bad,Nagano Winter Olympics '98,Nintendo 64,4.2,
722,Okay,Skullmonkeys,PlayStation,6,
723,Awful,Nagano Winter Olympics '98,PlayStation,3,
724,Great,NBA in the Zone '98,PlayStation,8,
725,Great,Fighters Destiny,Nintendo 64,8,
726,Good,NHL Breakaway '98,PlayStation,7,
727,Good,Felony 11-79,PlayStation,7,
728,Good,Arcade's Greatest Hits: The Atari Collection 1,PlayStation,7,
729,Okay,Tiger Shark,PlayStation,6.5,
730,Amazing,Final Fantasy VII,PlayStation,9.5,
731,Amazing,International Superstar Soccer 64,Nintendo 64,9,
732,Bad,K-1 The Arena Fighters,PlayStation,4.5,
733,Mediocre,The Incredible Hulk: The Pantheon Saga,PlayStation,5,
734,Good,Duke Nukem: Total Meltdown,PlayStation,7,
735,Good,Bomberman 64,Nintendo 64,7.6,
736,Bad,Vs.,PlayStation,4,
737,Mediocre,AeroFighters Assault,Nintendo 64,5,
738,Great,Ghost in the Shell,PlayStation,8,
739,Good,Arcade's Greatest Hits: The Midway Collection 2,PlayStation,7,
740,Okay,Namco Museum Vol. 5,PlayStation,6,
741,Great,Tomb Raider II Starring Lara Croft,PlayStation,8,
742,Great,Diddy Kong Racing,Nintendo 64,8.4,
743,Great,G-Police,PlayStation,8,
744,Mediocre,Clock Tower,PlayStation,5.5,
745,Good,CART World Series,PlayStation,7,
746,Bad,Bravo Air Race,PlayStation,4,
747,Okay,WCW vs. The World,PlayStation,6,
748,Good,Mace: The Dark Age,Nintendo 64,7.1,
749,Great,Top Gear Rally,Nintendo 64,8.4,
750,Great,NBA ShootOut '98,PlayStation,8.8,
751,Good,Yoshi's Story,Nintendo 64,7,
752,Great,Klonoa: Door to Phantomile,PlayStation,8,
753,Good,Ray Tracers,PlayStation,7,
754,Good,Triple Play '99,PlayStation,7,
755,Great,Bloody Roar,PlayStation,8,
756,Awful,X-Men: Children of the Atom,PlayStation,3.5,
757,Awful,SimCity 2000,Nintendo 64,3.5,
758,Good,Extreme-G,Nintendo 64,7.9,
759,Good,NFL Quarterback Club '98,Nintendo 64,7.8,
760,Great,Final Fantasy Tactics,PlayStation,8.5,
761,Awful,Monopoly [1998],PlayStation,3,
762,Okay,Auto Destruct,PlayStation,6,
763,Amazing,Resident Evil 2 [1998],PlayStation,9.3,
764,Good,Riven: The Sequel to Myst,PlayStation,7,
765,Good,WCW Nitro,PlayStation,7,
766,Painful,Beast Wars: Transformers,PlayStation,2.3,
767,Mediocre,Red Asphalt,PlayStation,5,
768,Great,Micro Machines V3,PlayStation,8.7,
769,Okay,BallBlazer Champions,PlayStation,6,
770,Unbearable,Fantastic Four,PlayStation,1,
771,Great,FIFA Road to World Cup 98,PlayStation,8.5,
772,Great,NCAA GameBreaker '98,PlayStation,8,
773,Great,MDK,PlayStation,8,
774,Bad,NBA Fastbreak '98,PlayStation,4,
775,Bad,Star Wars: Masters of Teras Kasi,PlayStation,4,
776,Awful,Courier Crisis,PlayStation,3,
777,Amazing,Monster Rancher,PlayStation,9,
778,Amazing,Castlevania: Symphony of the Night,PlayStation,9,
779,Okay,Mischief Makers,Nintendo 64,6.2,
780,Great,Croc: Legend of the Gobbos,PlayStation,8,
781,Amazing,Formula 1: Championship Edition,PlayStation,9,
782,Awful,Mortal Kombat Mythologies: Sub-Zero,PlayStation,3.5,
783,Good,Mega Man X4,PlayStation,7,
784,Good,PGA Tour '98,PlayStation,7,
785,Great,Resident Evil: Director's Cut,PlayStation,8.9,
786,Good,Marvel Super Heroes,PlayStation,7,
787,Good,NHL Breakaway '98,Nintendo 64,7.4,
788,Mediocre,Wayne Gretzky's 3D Hockey '98,Nintendo 64,5.8,
789,Great,Alundra,PlayStation,8.5,
790,Okay,Robotron 64,Nintendo 64,6.9,
791,Good,Puyo Puyo Sun64,Nintendo 64,7.2,
792,Good,FIFA Road to World Cup 98,Nintendo 64,7.7,
793,Good,Street Fighter Collection,PlayStation,7,
794,Okay,Chameleon Twist,Nintendo 64,6.5,
795,Mediocre,One,PlayStation,5,
796,Amazing,Parappa The Rapper,PlayStation,9,
797,Mediocre,Critical Depth,PlayStation,5,
798,Great,Intelligent Qube,PlayStation,8,
799,Okay,Car and Driver Presents Grand Tour Racing 98,PlayStation,6,
800,Mediocre,Jersey Devil,PlayStation,5,
801,Great,Wetrix,Nintendo 64,8.4,
802,Great,Soviet Strike,PlayStation,8,
803,Okay,X-Men vs. Street Fighter,PlayStation,6,
804,Mediocre,Quest 64,Nintendo 64,5.9,
805,Mediocre,Road Rash 3D,PlayStation,5,
806,Great,Vigilante 8,PlayStation,8,
807,Great,Forsaken 64,Nintendo 64,8,
808,Good,Major League Baseball Featuring Ken Griffey Jr.,Nintendo 64,7.7,
809,Great,All-Star Baseball '99,Nintendo 64,8.2,
810,Great,Bust-A-Move 2 Arcade Edition,Nintendo 64,8,
811,Mediocre,Aero Gauge,Nintendo 64,5.2,
812,Okay,Bio F.R.E.A.K.S.,PlayStation,6.5,
813,Okay,Bio F.R.E.A.K.S.,Nintendo 64,6.4,
814,Great,World Cup 98,Nintendo 64,8.8,
815,Good,Breath of Fire III,PlayStation,7.5,
816,Great,Hot Shots Golf,PlayStation,8,
817,Good,Kobe Bryant in NBA Courtside,Nintendo 64,7.8,
818,Good,Mystical Ninja Starring Goemon,Nintendo 64,7.6,
819,Good,Theme Hospital,PlayStation,7,
820,Good,MLB '99,PlayStation,7,
821,Mediocre,Blasto,PlayStation,5,
822,Great,Newman Haas Racing,PlayStation,8,
823,Great,Point Blank,PlayStation,8,
824,Mediocre,Deathtrap Dungeon,PlayStation,5,
825,Good,SWAT 2,PC,7,
826,Mediocre,Batman & Robin,PlayStation,5,
827,Mediocre,SEGA Touring Car Championship,PC,5,
828,Okay,Fox Sports Golf '99,PC,6,
829,Bad,Army Men,PC,4,
830,Okay,Revenge of Arcade,PC,6,
831,Bad,Dominion:  Storm Over Gift 3,PC,4,
832,Great,Addiction Pinball,PC,8,
833,Great,F-1 World Grand Prix,Nintendo 64,8.3,
834,Okay,Mission: Impossible,Nintendo 64,6.6,
835,Great,World Cup 98,PlayStation,8,
836,Mediocre,NFL Xtreme,PlayStation,5,
837,Okay,Granstream Saga,PlayStation,6,
838,Great,Forsaken,PlayStation,8,
839,Okay,Grand Theft Auto,PlayStation,6,
840,Mediocre,Crime Killer,PlayStation,5,
841,Painful,Off-Road Challenge,Nintendo 64,2.5,
842,Amazing,Banjo-Kazooie,Nintendo 64,9.6,
843,Great,Mortal Kombat 4,Nintendo 64,8.8,
844,Great,Mortal Kombat 4,PlayStation,8,
845,Mediocre,Jeremy McGrath Supercross '98,PlayStation,5,
846,Great,N2O: Nitrous Oxide,PlayStation,8,
847,Mediocre,Chopper Attack,Nintendo 64,5.6,
848,Unbearable,C: The Contra Adventure,PlayStation,1,
849,Mediocre,Dune 2000,PC,5.3,
850,Great,Future Cop: L.A.P.D.,PlayStation,8.3,
851,Awful,M.A.X. 2,PC,3.7,
852,Great,Mega Man Legends,PlayStation,8.4,
853,Good,Parasite Eve,PlayStation,7.4,
854,Good,MechCommander,PC,7.8,
855,Painful,Pro Bass Fishing,PC,2.9,
856,Good,WarGames,PC,7,
857,Mediocre,Triple Play '99,PC,5,
858,Good,High Heat Baseball 1999,PC,7,
859,Mediocre,Flesh Feast,PC,5,
860,Amazing,Grim Fandango,PC,9.4,
861,Good,Rally Cross 2,PlayStation,7.5,
862,Good,Return Fire II,PC,7.8,
863,Okay,Hedz,PC,6.5,
864,Awful,Mike Piazza's StrikeZone,Nintendo 64,3,
865,Good,Virtual Chess 64,Nintendo 64,7.7,
866,Amazing,Metal Gear Solid,PlayStation,9.8,
867,Good,NASCAR 99,Nintendo 64,7,
868,Great,Kagero: Deception II,PlayStation,8.5,
869,Good,Red Jack: Revenge of the Brethren,PC,7,
870,Amazing,Xenogears,PlayStation,9.5,
871,Awful,Deadly Arts,Nintendo 64,3.2,
872,Awful,GT 64 Championship Edition,Nintendo 64,3.9,
873,Amazing,NFL Blitz [1998],Nintendo 64,9.1,
874,Amazing,NFL Blitz [1998],PlayStation,9.4,
875,Good,NCAA Football '99,PC,7,
876,Mediocre,Gex 64: Enter the Gecko,Nintendo 64,5.7,
877,Good,Incoming,PC,7,
878,Bad,Deathtrap Dungeon,PC,4.7,
879,Okay,HardBall 6,PC,6,
880,Great,Forsaken,PC,8.5,
881,Okay,Urban Assault,PC,6.8,
882,Good,Warhammer: Dark Omen,PC,7,
883,Good,Panzer Commander,PC,7,
884,Bad,Bio F.R.E.A.K.S.,PC,4,
885,Bad,Icarus: Sanctuary of the Gods,PC,4,
886,Bad,Rosco McQueen: Firefighter Extreme,PlayStation,4.5,
887,Okay,Cool Boarders 3,PlayStation,6,
888,Bad,Trespasser,PC,4.7,
889,Great,NCAA GameBreaker '99,PlayStation,8.5,
890,Disaster,Extreme PaintBrawl,PC,0.7,
891,Good,Bushido Blade 2,PlayStation,7,
892,Great,Front Office Football,PC,8,
893,Amazing,NHL '99,PC,9,
894,Amazing,F-Zero X,Nintendo 64,9.1,
895,Good,Armored Core: Project Phantasma,PlayStation,7.8,
896,Good,Quake II Mission Pack: Ground Zero,PC,7.5,
897,Good,Star Trek: The Next Generation: Klingon Honor Guard,PC,7,
898,Mediocre,Team Losi RC Racer,PlayStation,5,
899,Great,Duke Nukem: Time to Kill,PlayStation,8,
900,Mediocre,Knights and Merchants: The Shattered Kingdom,PC,5.9,
901,Okay,Iggy's Reckin' Balls,Nintendo 64,6.9,
902,Great,Independence War,PC,8,
903,Amazing,Spyro the Dragon,PlayStation,9,
904,Amazing,Tom Clancy's Rainbow Six,PC,9.4,
905,Good,Command & Conquer: Red Alert Retaliation,PlayStation,7,
906,Good,Heart of Darkness,PlayStation,7.8,
907,Okay,NFL GameDay 99,PC,6,
908,Mediocre,Pro-Pinball: Timeshock!,PlayStation,5,
909,Great,Motocross Madness [1998],PC,8,
910,Good,Sanitarium,PC,7,
911,Good,Peter Jacobsen's Golden Tee Golf,PC,7.2,
912,Good,Ultim@te Race Pro,PC,7,
913,Awful,Nam,PC,3,
914,Amazing,Unreal,PC,9,
915,Great,Final Fantasy VII,PC,8.2,
916,Okay,"Game, Net & Match",PC,6,
917,Amazing,"The Operational Art of War, Vol. 1",PC,9,
918,Amazing,Might and Magic VI: The Mandate of Heaven,PC,9,
919,Mediocre,Test Drive Off-Road 2,PlayStation,5.8,
920,Great,Railroad Tycoon II,PC,8.9,
921,Great,WCW/NWO Revenge,Nintendo 64,8,
922,Great,Rival Schools: United by Fate,PlayStation,8,
923,Amazing,Space Station Silicon Valley,Nintendo 64,9.5,
924,Mediocre,Cardinal Syn,PlayStation,5.5,
925,Great,NHL '99,Nintendo 64,8.8,
926,Good,Need for Speed III: Hot Pursuit,PC,7.3,
927,Okay,Brunswick Circuit Pro Bowling,PC,6.8,
928,Good,Redline Racer,PC,7,
929,Okay,Ninja: Shadow of Darkness,PlayStation,6.5,
930,Great,Caesar III,PC,8.7,
931,Okay,Cruis'n World,Nintendo 64,6.5,
932,Okay,Running Wild,PlayStation,6.1,
933,Good,Test Drive 5,PlayStation,7.5,
934,Mediocre,Bottom of the 9th '99,PlayStation,5,
935,Great,Warlords III: Darklords Rising,PC,8,
936,Great,Commandos: Behind Enemy Lines,PC,8.2,
937,Okay,Leisure Suit Larry's Casino,PC,6.2,
938,Good,Castrol Honda Superbike World Champions,PC,7.5,
939,Great,WWF Warzone,Nintendo 64,8.5,
940,Mediocre,Pro Pilot 99,PC,5.8,
941,Great,Body Harvest,Nintendo 64,8.4,
942,Great,Madden NFL '99,PC,8.5,
943,Good,MediEvil,PlayStation,7.8,
944,Good,Lemmings and Oh No! More Lemmings,PlayStation,7,
945,Great,Axis & Allies [1998],PC,8.2,
946,Good,The Game of Life [1998],PC,7.2,
947,Good,Rogue Trip: Vacation 2012,PlayStation,7.9,
948,Okay,S.C.A.R.S.,PlayStation,6.5,
949,Good,Bomberman World,PlayStation,7.8,
950,Great,NFL Blitz [1998],PC,8.5,
951,Okay,Dragon Seeds,PlayStation,6.9,
952,Good,Jane's IAF -- Israeli Air Force,PC,7,
953,Amazing,Brunswick Circuit Pro Bowling,PlayStation,9,
954,Okay,iF/A-18 Carrier Strike Fighter,PC,6.8,
955,Mediocre,The Fifth Element,PlayStation,5,
956,Okay,Get Medieval,PC,6.1,
957,Bad,Sensible Soccer '98,PC,4.3,
958,Great,Wild 9,PlayStation,8.5,
959,Great,TOCA Championship Racing,PC,8.2,
960,Great,NHL FaceOff '99,PlayStation,8.8,
961,Good,NASCAR 99,PlayStation,7.1,
962,Okay,Pool Hustler,PlayStation,6.7,
963,Good,Spearhead,PC,7,
964,Painful,Activision Classics,PlayStation,2,
965,Mediocre,Heart of Darkness,PC,5.8,
966,Great,NHL '99,PlayStation,8.9,
967,Bad,Starship Titanic,PC,4.9,
968,Good,Tiger Woods '99,PC,7.8,
969,Good,X-COM: Interceptor,PC,7,
970,Bad,Super B-Daman Battle Phoenix 64,Nintendo 64,4,
971,Mediocre,Pokemon Stadium [Japanese Version],Nintendo 64,5,
972,Mediocre,Waialae Country Club: True Golf Classics,Nintendo 64,5.8,
973,Good,NCAA Football '99,PlayStation,7.8,
974,Amazing,NFL GameDay 99,PlayStation,9.3,
975,Great,WWF Warzone,PlayStation,8,
976,Amazing,Devil Dice,PlayStation,9,
977,Great,Trap Gunner,PlayStation,8.9,
978,Unbearable,Deep Sea Trophy Fishing,PC,1.8,
979,Great,Unholy War,PlayStation,8,
980,Great,Madden NFL '99,Nintendo 64,8.5,
981,Mediocre,Industry Giant [1998],PC,5,
982,Great,Madden NFL '99,PlayStation,8.5,
983,Great,Turbo Prop Racing,PlayStation,8,
984,Great,Tomba!,PlayStation,8.7,
985,Great,Elemental Gearbolt,PlayStation,8.3,
986,Good,Azure Dreams,PlayStation,7,
987,Painful,Spice World,PlayStation,2,
988,Great,Gex: Enter the Gecko,PlayStation,8,
989,Great,Need for Speed III: Hot Pursuit,PlayStation,8,
990,Great,Moto Racer 2,PlayStation,8.7,
991,Great,Circuit Breakers [1998],PlayStation,8,
992,Amazing,Tenchu: Stealth Assassins,PlayStation,9,
993,Great,G Darius,PlayStation,8,
994,Okay,Bomberman Hero,Nintendo 64,6,
995,Amazing,Einhander,PlayStation,9,
996,Amazing,Gran Turismo [1998],PlayStation,9.5,
997,Amazing,Tekken 3,PlayStation,9.3,
998,Okay,Vangers,PC,6.7,
999,Great,Mortal Kombat 4,PC,8,
1000,Okay,Twisted Edge Extreme Snowboading,Nintendo 64,6.8,
1001,Great,Fallout 2,PC,8.9,
1002,Okay,Asteroids,PlayStation,6,
1003,Bad,Twisted Metal 3,PlayStation,4,
1004,Great,Rush 2: Extreme Racing USA,Nintendo 64,8.9,
1005,Good,Small Soldiers,PlayStation,7.2,
1006,Bad,Knife Edge: Nose Gunner,Nintendo 64,4.6,
