ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
IDasOvUmd,2017-01-13 10:36:04,1021808,316130,835,74868704,a,Firefox,Mobile,0
IDx8N3rmx,2017-01-13 07:24:36,8250276,430683,80554,47079934,a,Firefox,Mobile,0
IDqk891nv,2017-01-11 14:37:40,2817379,454402,40339,1189152,e,IE,Mobile,0
IDTvnR879,2017-01-11 18:45:52,2857200,387980,87895,61940782,b,Edge,Tablet,0
ID56yC6xg,2017-01-17 12:07:33,5254049,847140,11837,56546102,a,Edge,Tablet,0
ID0RkGAcs,2017-01-14 13:32:55,740969,752949,8467,5716520,b,Edge,Tablet,0
ID5JZWd2K,2017-01-14 10:33:13,8061693,40574,80554,57977218,b,Mozilla Firefox,Desktop,0
IDYqNBS5w,2017-01-12 17:35:45,4905608,173809,6906,99510044,b,Firefox,Mobile,0
IDHUqvO9j,2017-01-16 10:48:12,8073317,907864,42227,96823930,f,Mozilla Firefox,,0
IDrD3So3y,2017-01-10 11:43:21,9095544,614819,11837,37236044,c,Firefox,Mobile,0
IDMDNOJHN,2017-01-18 15:34:02,4321443,237579,30580,67147700,b,Edge,Tablet,0
IDK3OOTi7,2017-01-13 12:57:25,6510239,494133,13412,77318092,b,Mozilla Firefox,Desktop,0
IDhHk47nq,2017-01-12 11:53:38,5808168,237418,80554,7122654,b,Mozilla,Desktop,0
IDDQ3otBn,2017-01-12 16:14:26,1026084,675458,17714,74363610,b,InternetExplorer,Desktop,0
IDufSNo7V,2017-01-20 13:59:33,7978415,248352,8467,5716520,f,Edge,Tablet,0
IDMxvzmP5,2017-01-11 19:38:35,4882623,988476,42227,96277272,c,Firefox,Mobile,0
IDwlVHRbW,2017-01-14 12:23:36,4580024,270407,904,20301556,a,Edge,Tablet,0
IDNhGAx2v,2017-01-14 14:32:23,2166864,833190,73248,83960204,e,Edge,Tablet,0
IDOIU4vZc,2017-01-10 17:51:37,4858172,376248,97863,3156697,a,Edge,Tablet,0
IDnWzswzC,2017-01-18 12:53:35,7545483,87173,15912,54526992,b,Chrome,Desktop,0
IDZrjOHPk,2017-01-13 13:25:36,3505018,315567,48498,55358028,a,Mozilla Firefox,,0
ID6a3hbZi,2017-01-14 16:51:25,1452430,748437,20665,74363610,b,Firefox,Mobile,0
IDKkm1yRm,2017-01-17 08:31:09,6357104,197970,82877,78406516,c,Firefox,Mobile,1
IDYzgokbN,2017-01-10 12:42:28,6264783,821608,48498,81968512,d,,Tablet,0
IDk1YxDYP,2017-01-16 13:09:55,2926819,885242,48498,93157824,b,Edge,Tablet,0
ID4MD6xMz,2017-01-18 11:21:18,5172664,651877,82396,64615852,b,Edge,Tablet,0
IDu5Tr9Vw,2017-01-14 13:33:11,5646011,301045,17714,26391770,d,Mozilla Firefox,Desktop,0
IDBCRgoHw,2017-01-18 15:19:24,5032591,622631,82877,38492160,a,Google Chrome,Mobile,0
IDsC9wk7U,2017-01-17 09:33:38,9013107,511891,10345,26461535,b,InternetExplorer,Desktop,0
ID8tMkAeb,2017-01-19 06:07:49,3298470,639602,40339,49384126,a,Mozilla Firefox,Desktop,0
IDa4SRa1m,2017-01-20 10:14:29,7517959,32183,40339,43452411,a,Firefox,Mobile,0
IDTfN3qgC,2017-01-11 11:53:28,6896094,492041,33638,62834288,b,InternetExplorer,Desktop,0
IDV24ut3u,2017-01-19 06:37:23,3285678,993782,53956,52437512,a,Mozilla,Desktop,0
IDMigTMPx,2017-01-19 14:09:34,291257,296405,26962,77896159,b,Edge,,0
IDEa1vlyL,2017-01-11 19:15:35,5612936,72829,62949,30860214,a,Firefox,Mobile,0
IDWGgG859,2017-01-12 04:10:54,152448,409187,40339,37135965,b,Firefox,Mobile,0
IDiy09B5x,2017-01-14 16:21:13,1136116,248760,95113,65017662,e,Edge,Tablet,0
IDnXanZRe,2017-01-19 08:03:39,4226456,302825,13412,77318092,a,Google Chrome,Mobile,0
IDpo6urH1,2017-01-13 13:58:18,4697652,790074,8467,5716520,b,Chrome,Desktop,0
IDtPzr4k1,2017-01-12 13:02:20,6545975,355321,11987,74363610,d,Edge,Tablet,0
IDQVZXTF1,2017-01-17 16:30:58,207732,89059,42227,95013373,b,Edge,Tablet,0
IDh8pnMAr,2017-01-18 17:55:38,2278655,608531,65251,26391770,c,Firefox,Mobile,0
IDLzncHxI,2017-01-12 14:23:24,1482946,217938,35368,29624796,d,Firefox,Mobile,0
ID6e9dLYF,2017-01-15 08:22:02,9062878,144180,95113,65017662,b,Mozilla Firefox,Desktop,0
IDSBiD8E9,2017-01-13 16:31:36,4100031,776574,7169,57977218,b,Edge,Tablet,0
IDncMku7M,2017-01-13 14:40:05,6885650,256574,24658,35888759,b,Mozilla,Desktop,0
IDRQ0PtvE,2017-01-20 17:20:30,4676412,4180,21407,46997962,b,Mozilla,Desktop,0
IDnPopVPQ,2017-01-12 16:21:33,7031432,687282,5602,42073648,a,Google Chrome,Mobile,0
IDDSEqNgA,2017-01-20 10:33:38,,958840,11837,8837581,b,Firefox,,0
ID3lH6HaE,2017-01-20 13:46:05,4658708,7303,6906,99510044,e,Mozilla Firefox,Desktop,0
ID5jnASky,2017-01-16 10:33:16,8939477,890658,56811,67147700,a,Edge,Tablet,0
IDj5PDfHC,2017-01-12 15:05:51,668450,108265,40339,37135965,f,Edge,,0
IDzJMTflF,2017-01-18 13:07:32,7376369,28125,82877,38492160,e,Edge,Tablet,0
IDp7dr1ED,2017-01-16 11:39:56,4594591,386073,42227,68646414,e,Chrome,Desktop,0
IDuPGO7Ap,2017-01-20 11:02:19,9336123,396620,10345,33683592,b,Firefox,Mobile,0
ID0r2GCxy,2017-01-16 05:50:38,,710307,40339,43452411,a,Firefox,Mobile,0
IDKXbgivO,2017-01-14 15:12:21,7903733,883466,40339,43452411,b,Mozilla Firefox,Desktop,0
IDvj9ACNo,2017-01-15 13:43:35,2186983,909506,6906,99510044,f,Edge,Tablet,0
IDstNSoT3,2017-01-19 14:15:18,6467774,486181,1678,7864011,d,,Mobile,0
IDX59aNVm,2017-01-15 11:37:04,3872686,325317,6906,99510044,a,Firefox,Mobile,0
ID2FakuQE,2017-01-13 14:38:52,3485962,337048,20322,64322853,b,IE,Mobile,0
IDqeOsH6d,2017-01-13 10:20:47,2342470,909009,72160,20301556,f,Mozilla,Desktop,0
IDSmObmcN,2017-01-10 12:15:11,8521164,189431,62416,47941469,a,Edge,Tablet,0
IDQypDdA4,2017-01-13 10:48:05,1346092,172321,82396,64615852,a,Firefox,Mobile,0
IDFfuUdbt,2017-01-14 13:04:16,1635328,816560,50088,7864011,b,Edge,Tablet,0
IDvZMMahZ,2017-01-12 13:35:49,1370425,883466,40339,43452411,a,Mozilla Firefox,Desktop,0
IDFneuxtg,2017-01-12 17:22:40,288245,623226,6906,71165566,b,Firefox,Mobile,0
ID2QMbkkL,2017-01-14 14:29:36,,485977,92704,58604466,b,Edge,Tablet,0
ID4mSIFDj,2017-01-13 10:48:00,467394,498153,5602,43328787,c,Mozilla,Desktop,0
IDp69wyyk,2017-01-20 15:37:06,4995670,773634,60316,7122654,f,InternetExplorer,Desktop,0
IDbgw1Nva,2017-01-14 09:19:26,9290807,825420,40339,40441133,b,Firefox,Mobile,0
IDpPv7aVX,2017-01-11 14:17:22,,669776,33287,46997962,b,Mozilla,Desktop,0
IDb2YmXG4,2017-01-16 16:39:47,8928186,512502,10345,33683592,f,Mozilla,Desktop,0
IDe52XKJ3,2017-01-20 16:39:14,7268944,47917,72160,47079934,a,Firefox,Mobile,0
IDGeqqDuS,2017-01-20 15:58:24,4232009,814353,17714,2050923,f,,Mobile,0
ID0OijCzh,2017-01-20 16:30:46,3354404,525682,12211,1396462,b,Mozilla,,0
IDXrNOgSp,2017-01-11 16:02:04,9449856,657649,3643,74363610,a,Mozilla,Desktop,0
IDJj0j8mo,2017-01-12 09:56:01,3949384,422925,12211,58163546,b,Firefox,Mobile,0
IDVk0Y348,2017-01-11 14:22:55,4689341,857320,26162,56464503,b,Edge,Tablet,0
IDbU3Mxfe,2017-01-18 14:35:35,3138763,974822,3643,79906734,f,Firefox,Mobile,0
IDDwMJb2q,2017-01-14 12:53:01,5889026,200848,42227,96823930,a,Edge,Tablet,0
IDV7qWZ7k,2017-01-14 14:08:12,9199095,74376,8467,77046603,a,Firefox,Mobile,0
IDLwGVo4d,2017-01-17 16:53:17,7005446,358383,835,2835657,b,Firefox,Mobile,0
IDRobsQcu,2017-01-17 12:52:24,690604,555071,72276,20116446,b,Edge,Tablet,0
IDZvKCsKE,2017-01-16 16:51:59,8010239,562289,42227,7864011,b,Firefox,Mobile,0
IDJ4aCVQL,2017-01-17 16:42:03,9460773,948198,42227,71040875,a,Edge,Tablet,0
IDLp1SKyY,2017-01-20 10:21:06,8528497,631376,1678,76522512,a,Edge,Tablet,0
IDmCaFQkJ,2017-01-15 14:30:41,1321785,141439,48498,30860214,d,Google Chrome,Mobile,1
IDACxk3pB,2017-01-10 15:31:44,6700252,478165,11837,22339104,a,Opera,Mobile,0
ID5PlJYLu,2017-01-18 10:19:23,140741,445165,92704,93157824,c,Firefox,Mobile,0
IDRfmxUKa,2017-01-16 17:38:44,,883466,40339,43452411,b,Mozilla,Desktop,0
IDB8BWQUe,2017-01-13 13:40:11,9079094,696777,45620,54630329,b,Edge,Tablet,0
IDLrzog3w,2017-01-14 13:24:03,1163682,144784,67817,17687647,a,Safari,Tablet,0
IDclxyd2M,2017-01-11 14:39:02,1353141,225260,97863,87807327,e,Edge,Tablet,0
IDbfsy0kf,2017-01-10 15:49:16,1241156,509635,17714,16340250,b,Chrome,Desktop,0
ID4G2rDIU,2017-01-16 10:47:58,3549616,149746,80554,57977218,a,Firefox,,0
IDFJe81JP,2017-01-13 15:54:48,,148173,40339,10518559,f,Internet Explorer,Tablet,0
IDDIx49FB,2017-01-14 16:28:40,6615190,802650,36768,54630329,b,Edge,Tablet,0
IDmc3gjs6,2017-01-13 18:41:19,7026903,339120,1678,29916445,b,Chrome,Desktop,0
IDYtlugsW,2017-01-14 14:25:23,6125875,720781,53956,52437512,b,Firefox,Mobile,0
IDArLrktK,2017-01-14 16:01:01,1043601,275619,1678,93083104,b,Edge,Tablet,0
IDnp5H5x9,2017-01-13 10:08:07,8896401,624361,33638,26391770,e,Firefox,Mobile,0
IDxjDyFnB,2017-01-12 18:35:29,6243183,427646,95113,92640312,a,Edge,Tablet,0
ID0VuR9R1,2017-01-11 17:08:53,6998887,476429,6906,99510044,d,,Mobile,1
IDCYx043T,2017-01-12 15:56:04,9900947,248750,95113,92640312,b,Google Chrome,Mobile,0
IDeVUWAnC,2017-01-18 17:14:47,2817379,258840,48498,7864011,a,Mozilla,,0
ID6wio5cF,2017-01-15 18:02:20,7133796,903635,33949,8837581,a,,Mobile,0
ID84Qgmpa,2017-01-12 09:52:24,1160871,214846,98552,16150900,b,Edge,,0
IDU7wYruX,2017-01-10 11:58:10,8876077,116396,11837,7864011,e,Firefox,,0
IDqtrZW8f,2017-01-12 09:14:47,8476510,674906,95113,65017662,b,,Tablet,0
IDVyeYgBq,2017-01-12 15:23:39,4779216,642332,89522,74868704,b,Firefox,,0
IDbZTxxOP,2017-01-13 07:08:07,1181,112500,25491,15328654,f,Firefox,Mobile,0
IDxJJspc3,2017-01-10 14:50:30,9316347,282356,33287,23341324,a,Google Chrome,Mobile,1
IDGym0GBA,2017-01-14 04:10:36,6119874,874596,9764,50595884,b,Edge,Tablet,0
IDWkC5vbT,2017-01-12 11:24:47,3154179,308437,72276,20116446,f,InternetExplorer,Desktop,0
ID3tioqls,2017-01-13 09:53:19,7439044,31979,8467,88843407,b,Mozilla,Desktop,0
IDPB74gY3,2017-01-12 17:26:36,9021243,469474,54343,4237811,d,Edge,Tablet,0
IDUKGfq0i,2017-01-14 13:19:09,7326337,491218,54916,47079934,f,Firefox,Mobile,0
IDl5Xcl5A,2017-01-12 17:32:12,9295917,617670,5602,76683174,a,Edge,,0
IDBZ8IlZg,2017-01-13 14:33:53,6552907,855824,5445,91553313,b,Edge,Tablet,0
IDAlVJ98l,2017-01-14 15:49:53,6249418,58229,97863,87807327,f,Chrome,Desktop,0
IDV0IQaQq,2017-01-19 17:38:39,4510569,189942,92704,29624796,d,InternetExplorer,Desktop,1
IDqvl5tF9,2017-01-16 17:36:42,4508217,746636,82877,67290861,b,Edge,Tablet,0
IDndwwjaU,2017-01-18 16:04:22,4663142,361014,11837,8837581,b,Firefox,Mobile,0
IDKOFI7DP,2017-01-15 12:36:19,7900315,498357,82877,36901485,a,Firefox,Mobile,0
IDlXZTWpF,2017-01-16 08:11:07,,511898,11837,43770446,b,Edge,Tablet,0
IDg4fDt5B,2017-01-15 13:51:39,2542673,231649,92902,78406516,c,Mozilla Firefox,,1
IDQ275UtR,2017-01-20 08:20:37,819726,726166,40339,43452411,a,Mozilla Firefox,Desktop,0
IDl8X21W6,2017-01-19 02:11:36,3300410,241985,904,58604466,e,Mozilla Firefox,Desktop,0
IDTzWrS5w,2017-01-17 09:31:03,3767631,880195,6747,3151081,a,,Mobile,0
IDaznNyxs,2017-01-20 12:50:43,2180585,61823,77521,47079934,a,Firefox,Mobile,0
IDVGI0MjD,2017-01-10 12:24:19,8473737,638384,15912,30860214,b,Mozilla,Desktop,0
IDiP9Gg9h,2017-01-18 14:33:45,9172450,118564,25321,26391770,a,Chrome,Desktop,0
IDIeCAjl4,2017-01-20 15:42:12,3908270,660402,40339,37135965,a,Firefox,,0
ID5XHW3us,2017-01-17 09:56:11,2764231,840471,42227,49384126,b,Firefox,Mobile,0
ID30IqjQB,2017-01-18 16:23:04,7007345,436922,50088,21416560,a,Firefox,Mobile,0
IDRrWodSe,2017-01-13 16:11:58,6809579,701463,68947,7864011,b,Edge,Tablet,0
IDtxHVawH,2017-01-14 13:50:00,7272105,566600,80319,32964456,f,Firefox,Mobile,0
IDDZKgrXN,2017-01-19 17:09:26,2689953,747093,3037,31908042,b,Internet Explorer,Tablet,0
IDyEGevrh,2017-01-16 11:18:17,,201980,82396,26461535,b,Edge,Tablet,0
IDVL615Yv,2017-01-14 03:05:09,9334776,647876,904,26391770,c,Edge,Tablet,0
IDmxQuYkD,2017-01-14 12:15:15,,30957,71441,29916445,e,Edge,Tablet,0
IDApelqmL,2017-01-16 12:06:46,,185675,77767,74363610,b,Opera,Mobile,0
IDQIEwMB8,2017-01-20 16:46:10,3366268,972040,82877,33832190,e,Mozilla,Desktop,0
IDtudANlA,2017-01-20 14:57:07,7686889,620486,82877,38492160,d,Edge,Tablet,0
IDadE0rqS,2017-01-18 08:43:17,3188513,559563,43612,41441342,a,Chrome,,0
ID4kso10f,2017-01-12 12:07:19,2474053,222102,10327,20301556,b,Mozilla Firefox,Desktop,0
IDqBiI6XG,2017-01-11 08:21:47,1402398,255347,42227,43770446,b,Edge,Tablet,0
IDdWFango,2017-01-17 11:06:47,5179463,860714,23576,17990842,b,Edge,Tablet,0
IDxo6WbHY,2017-01-11 15:59:08,8896401,379730,54125,26391770,b,Firefox,Mobile,0
IDZgd7UNK,2017-01-18 09:44:54,2765416,271120,99178,74868704,d,Edge,Tablet,0
IDlwQXMC5,2017-01-11 10:53:21,749228,377021,33638,48615529,f,Firefox,Mobile,0
IDl4XKqv8,2017-01-20 07:56:59,8698439,505766,11837,43770446,b,Google Chrome,Mobile,0
ID7hJQoQp,2017-01-12 17:48:57,,649959,82877,33832190,a,Firefox,Mobile,0
IDLcXFlIl,2017-01-13 16:47:27,3517394,471807,44388,20301556,b,Mozilla Firefox,Desktop,0
IDJQNYrQP,2017-01-12 18:58:41,4100031,153675,7169,57977218,a,Mozilla,,0
IDYutmdP1,2017-01-15 11:57:56,8376453,751109,62416,83960204,b,Google Chrome,Mobile,0
IDNbWEK1w,2017-01-16 13:36:43,6103901,244960,96184,93157824,b,Google Chrome,Mobile,0
IDI4oytk0,2017-01-11 13:25:46,4933998,29015,42227,49384126,b,Chrome,Desktop,0
IDJHClMxd,2017-01-14 11:32:19,5069755,636351,50088,57977218,f,Edge,Tablet,0
IDEvcp1sq,2017-01-11 17:48:14,141740,670016,42227,1436904,b,Edge,Tablet,0
IDf7QwmS7,2017-01-15 09:27:24,430717,549631,80524,74868704,b,Google Chrome,Mobile,0
IDr8kR0H1,2017-01-20 17:56:46,9991556,879128,82877,33832190,e,Edge,Tablet,0
IDT8LrEzU,2017-01-16 10:49:19,2709072,358008,64452,1185845,a,Firefox,Mobile,0
ID7tMRa54,2017-01-18 16:26:42,4304006,623828,17714,61682792,b,Edge,,0
ID3WqR0nY,2017-01-11 19:13:26,4548915,672340,95113,65017662,b,Edge,Tablet,0
IDX2uFkVT,2017-01-17 10:28:44,,531712,97863,33505809,e,Edge,Tablet,0
IDW0sO9bZ,2017-01-13 11:49:28,4773151,72188,9764,64776523,a,Firefox,Mobile,0
ID03ESBhV,2017-01-14 15:23:06,,45607,42227,96823930,a,Firefox,Mobile,0
IDBZHCyYA,2017-01-13 14:38:20,,775324,6906,99510044,d,InternetExplorer,,1
IDKquzu1A,2017-01-19 17:59:59,,427705,7126,28452818,a,Edge,Tablet,0
IDZePzolr,2017-01-11 11:33:44,8708078,328284,21407,80645978,f,,Mobile,0
ID43t7lQP,2017-01-20 15:31:38,5638017,14641,11837,30860214,a,Firefox,Mobile,0
IDTf3Qrj7,2017-01-16 14:35:13,,511625,74711,53807073,a,Chrome,Desktop,0
IDtwjcihh,2017-01-18 11:27:49,1591154,631376,1678,76522512,b,Mozilla,Desktop,0
IDZNY8U7G,2017-01-19 15:33:03,4603336,189261,36768,555603,d,Firefox,Mobile,0
IDejbAPq0,2017-01-15 13:43:33,8340584,226852,9764,50595884,e,Firefox,Mobile,0
IDXc7ZXCA,2017-01-12 10:16:17,6240846,422038,82877,33832190,a,Firefox,Mobile,0
IDiE6o6rw,2017-01-16 07:27:45,5206322,640418,63435,91553313,c,Google Chrome,Mobile,1
IDxmfv0z4,2017-01-20 16:47:45,8633544,888772,12211,15961717,a,Chrome,Desktop,0
IDwBWNfQj,2017-01-13 01:07:19,9108914,736393,45620,54630329,d,Mozilla Firefox,Desktop,1
IDXuARE95,2017-01-12 18:23:05,6618002,241424,86652,15961717,d,Edge,Tablet,0
IDRq91orD,2017-01-17 15:02:02,1691862,697887,33638,78406516,b,Mozilla Firefox,Desktop,0
IDC4EpRfm,2017-01-13 17:58:36,3844166,967677,82877,67290861,a,Mozilla Firefox,Desktop,0
IDW6tDP2V,2017-01-13 09:25:50,4607130,61236,53956,53732582,b,Edge,Tablet,0
IDIYJl0gy,2017-01-10 18:05:29,9324607,573982,40339,7122654,c,Edge,Tablet,0
IDcDTGVZ5,2017-01-11 13:23:08,5262845,288725,40339,37135965,b,Firefox,Mobile,0
IDIOt14Zi,2017-01-16 11:23:47,841205,103249,40339,43452411,a,Mozilla,Desktop,0
IDANdp4FF,2017-01-14 11:25:25,357752,498861,12052,39507200,b,Google Chrome,Mobile,0
IDzW3ZDcM,2017-01-17 05:58:34,6235874,810322,17118,48626108,b,Firefox,Mobile,0
IDIPQAXGn,2017-01-13 12:43:17,305061,247035,3643,80963339,b,Edge,Tablet,0
IDqTyTWxs,2017-01-20 17:07:49,,32183,40339,43452411,b,Edge,Tablet,0
IDQBKUX7W,2017-01-17 14:48:16,6438333,162834,21380,80720921,b,Firefox,Mobile,0
IDF2f2rLz,2017-01-15 08:58:07,8538828,607126,26849,47941469,b,Internet Explorer,Tablet,0
IDyeWTHa8,2017-01-15 10:35:22,8983056,456506,5445,91553313,f,Mozilla,Desktop,0
IDN7b81el,2017-01-19 13:01:39,4064478,844342,80692,74868704,b,Firefox,Mobile,0
IDnoVoYaB,2017-01-14 12:12:45,2817379,168730,15912,7864011,e,Edge,Tablet,0
IDmfdGede,2017-01-12 18:15:13,4689994,470805,45620,54630329,b,Firefox,Mobile,0
IDQRsz7az,2017-01-19 17:33:46,7576106,139007,21380,80720921,b,Firefox,Mobile,0
IDybZrX9R,2017-01-14 11:38:24,1993274,266135,50088,43770446,b,Google Chrome,Mobile,0
IDtFdn5EJ,2017-01-13 10:33:36,3354283,68770,43612,74868704,c,Edge,Tablet,0
IDkDdEuLA,2017-01-20 17:38:13,3465187,836626,36768,79906734,c,Firefox,Mobile,0
IDoDpnrJI,2017-01-14 11:08:56,5773569,121517,42227,83172146,a,Edge,Tablet,0
IDL07BS1M,2017-01-17 15:58:46,9282716,230881,34670,41475976,b,Mozilla,Desktop,0
ID6dxHBX3,2017-01-12 15:57:10,3291446,550575,40339,43452411,c,Firefox,Mobile,0
IDP0hlef9,2017-01-14 11:56:33,,120159,42227,77046603,f,Internet Explorer,Tablet,0
ID2IbROWx,2017-01-17 08:33:44,2270626,23681,22518,87807327,b,Edge,Tablet,0
IDI9suevC,2017-01-17 07:12:38,,414827,17714,26391770,b,Mozilla,Desktop,0
IDly2Ljmb,2017-01-13 12:27:59,7518928,7029,62809,29916445,f,Mozilla Firefox,Desktop,0
ID2dxZscZ,2017-01-14 12:02:31,,989607,42227,95013373,b,Mozilla,Desktop,0
IDzSh5vmh,2017-01-16 09:38:57,4695950,595467,41706,4000296,e,Google Chrome,Mobile,0
IDGbSGasT,2017-01-10 18:10:00,,156439,40339,49384126,a,Edge,Tablet,0
IDTHH7zXe,2017-01-18 11:43:17,,359588,40339,43452411,b,Mozilla Firefox,,0
ID1YRvADS,2017-01-12 18:04:37,635764,666550,80554,26391770,e,Mozilla Firefox,Desktop,0
ID1ce3XIC,2017-01-20 17:13:44,6458924,586199,73248,57977218,b,Firefox,Mobile,0
IDjwjoyqO,2017-01-14 15:22:46,3442687,556246,10345,65017662,b,Mozilla Firefox,Desktop,0
IDaJ6I6wz,2017-01-14 13:51:04,3258015,730755,82396,26461535,a,IE,Mobile,0
ID8QokDl7,2017-01-16 10:46:36,8073317,529491,42227,96823930,a,Mozilla,Desktop,0
ID5RCShFa,2017-01-17 12:11:39,8593734,131900,17714,27723861,a,Opera,Mobile,0
IDQPMXMz5,2017-01-10 16:16:03,803972,136418,33033,3156697,b,Edge,,0
ID5oqRUrJ,2017-01-12 17:43:29,398080,27828,64452,24253882,f,Edge,Tablet,0
IDwJ3P5Pb,2017-01-18 09:50:16,7537710,699095,12211,87903766,a,Mozilla,,0
IDweXr48M,2017-01-14 09:06:34,3544355,889613,93286,94930037,a,Firefox,Mobile,0
IDh40gyYz,2017-01-20 17:41:27,599405,54640,40339,37135965,a,Mozilla,Desktop,0
IDX6L6d5D,2017-01-14 13:47:58,9027546,664192,54125,91553313,b,Edge,Tablet,0
IDAzfRUuG,2017-01-12 16:33:48,5669672,361956,17714,29916445,b,Firefox,Mobile,0
IDPkEricY,2017-01-11 16:10:41,,132548,42227,95013373,b,Firefox,Mobile,0
IDKkGPL9s,2017-01-12 10:41:35,2901601,319613,2053,2050923,b,Mozilla Firefox,,0
IDsTZxF2f,2017-01-19 14:45:08,2553896,710307,40339,43452411,a,Firefox,,0
ID5ZmGeb0,2017-01-11 18:15:05,8772346,328284,21407,80645978,e,Internet Explorer,Tablet,0
IDQNObS8D,2017-01-12 16:03:17,9800939,680467,40339,54526992,b,Edge,,0
IDflFbqUk,2017-01-12 11:26:19,4298134,477177,23576,1434817,a,Edge,Tablet,0
IDz5shSWK,2017-01-11 08:19:40,5845898,340182,21407,1143033,e,Edge,,0
ID3SayQw8,2017-01-20 13:55:13,,178764,54125,26120440,a,Mozilla,Desktop,0
IDbb8tAwH,2017-01-15 09:33:16,5400026,976122,11837,89663643,e,Firefox,Mobile,0
IDUb5IGfK,2017-01-12 10:47:15,5766985,545559,42227,50706198,b,Google Chrome,Mobile,0
IDi7kIJOt,2017-01-15 15:47:12,3167118,769852,9764,13742268,f,Firefox,Mobile,0
IDSA9Yt3w,2017-01-11 12:06:11,4944653,291683,74802,56008048,f,IE,Mobile,0
IDiYD6lrz,2017-01-17 16:09:27,6083475,905642,15912,43770446,b,Edge,Tablet,0
ID7kOlG9N,2017-01-11 15:11:57,6650509,991876,42227,49384126,b,,Mobile,0
IDcty7qPs,2017-01-17 17:07:22,177251,639029,40050,2835657,a,InternetExplorer,Desktop,0
IDk5wsF30,2017-01-11 11:55:34,1950274,995254,6906,99510044,b,Mozilla,Desktop,0
IDWxYnMGe,2017-01-13 06:44:10,9723836,660600,26162,56464503,b,Firefox,,0
IDWsPI8oL,2017-01-10 17:45:07,4813674,651902,10345,33683592,a,Edge,,0
IDhMWgVn1,2017-01-16 12:48:02,8771581,557409,40339,7122654,a,,Mobile,0
IDnaFaKLh,2017-01-16 11:01:56,238506,806511,48498,7864011,a,IE,Mobile,0
IDLLB3NOu,2017-01-17 11:35:20,6951266,153193,45620,54630329,b,,,0
IDCcAj37y,2017-01-14 12:59:31,9753496,752875,15912,7864011,a,,Tablet,0
IDyjD5NGl,2017-01-16 09:09:22,1856476,214449,17118,555603,b,Firefox,Mobile,0
IDe0EdT5c,2017-01-12 17:33:03,7845829,846344,5602,30432082,b,Internet Explorer,Tablet,0
ID20MxAtY,2017-01-20 11:53:08,4813496,740513,9764,37135965,a,InternetExplorer,,0
ID8xqrNPq,2017-01-17 17:50:39,1614867,672301,45620,31388981,a,Firefox,Mobile,0
IDkQIyfB8,2017-01-15 15:05:32,3138763,468021,48498,51545768,c,Firefox,Mobile,0
IDhqdCbIh,2017-01-17 08:49:59,7480467,649950,79456,26391770,b,Firefox,Mobile,0
IDnuNXKYp,2017-01-17 07:33:10,3291446,103249,40339,43452411,a,Mozilla Firefox,Desktop,0
IDfpdzDvS,2017-01-12 16:53:00,9708292,291200,64452,92640312,b,Firefox,Mobile,0
IDkmqWlwe,2017-01-12 08:10:56,2207868,597011,11837,7864011,a,Firefox,Mobile,0
IDO9Trsyu,2017-01-17 10:02:29,8481319,856276,34670,1569330,b,Edge,Tablet,0
IDNGvnn0M,2017-01-18 15:52:33,623838,547634,33287,91808273,a,Edge,Tablet,0
IDH7qvJVb,2017-01-12 13:52:35,7639385,589473,92704,91553313,d,InternetExplorer,Desktop,1
IDTzF4YWo,2017-01-11 19:38:54,9998547,403881,79668,81758577,b,Edge,Tablet,0
IDWmMqVoM,2017-01-14 11:21:43,8538828,947021,97863,87807327,b,Edge,Tablet,0
IDtZ7KCYT,2017-01-11 16:28:16,6994912,359771,17714,74363610,f,Internet Explorer,Tablet,0
IDE0y68PI,2017-01-13 11:12:04,3118202,17071,97863,3156697,f,Edge,Tablet,0
IDIPAo7Qo,2017-01-13 15:06:06,6511551,113069,17714,74363610,e,Mozilla Firefox,Desktop,0
IDPsmwcmX,2017-01-18 16:12:32,298710,145978,40339,13742268,b,Chrome,Desktop,0
ID3Uiys4s,2017-01-19 09:17:05,,892571,42227,13742268,b,Firefox,Mobile,0
IDQ7BdN31,2017-01-14 11:13:52,3293504,748746,26867,20301556,b,Mozilla Firefox,Desktop,0
IDxLWkCvu,2017-01-12 10:37:26,1215612,256827,40339,37135965,a,Edge,Tablet,0
IDS6iwKvN,2017-01-19 09:28:35,4370788,432269,30580,67147700,b,Firefox,,0
ID3P7Yakj,2017-01-10 12:15:06,7024840,19576,3037,55358028,b,Firefox,,0
IDM8FmFPQ,2017-01-19 16:50:21,6768773,785831,40339,7864011,d,Mozilla Firefox,Desktop,0
IDckGeWn1,2017-01-16 17:41:41,8553419,136785,5393,2835657,f,Edge,Tablet,0
IDWO2FnzP,2017-01-11 19:09:19,132504,580384,84974,17488931,e,Edge,,0
IDuMJmkqq,2017-01-16 15:35:23,4095709,31893,835,26551485,d,Mozilla Firefox,,0
IDFIiB2zw,2017-01-15 15:17:13,809608,722179,40339,49384126,b,Edge,Tablet,0
ID0zIn2Uc,2017-01-18 16:55:04,6747754,861481,82396,17990842,a,Edge,Tablet,0
IDaJwzuQp,2017-01-14 11:07:52,542878,253634,46450,47079934,b,Mozilla,Desktop,0
